list-view-price,left,location,districk,neighborhood,room,living_room,area,age,floor
14.000,Kiralık Daire,İstanbul , Esenyurt , Piri Reis Mah.,2,1,140,8,3
10.000,Kiralık Daire,İstanbul , Kağıthane , Ortabayır Mah.,1,1,60,30,3
250.000,Kiralık Residence,İstanbul , Şişli , Teşvikiye Mah.,2,1,160,1,2
27.000,Kiralık Daire,İstanbul , Şişli , Mecidiyeköy Mah.,1,1,59,4,4
60.000,Kiralık Daire,İstanbul , Sancaktepe , Emek Mah.,2,1,134,14,4
85.000,Kiralık Residence,İstanbul , Sarıyer , Maslak Mah.,3,1,170,10,10
440.000,Kiralık Yalı Dairesi,İstanbul , Sarıyer , Rumeli Hisarı Mah.,4,1,280,50,4
180.000,Kiralık Villa,İstanbul , Sarıyer , Kumköy Mah.,4,2,348,12,0
175.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,5,2,350,15,3
45.000,Kiralık Daire,İstanbul , Beykoz , Acarlar Mah.,1,1,70,16,2
34.000,Kiralık Daire,İstanbul , Avcılar , Tahtakale Mah.,4,1,200,5,9
20.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,2,1,90,26,-1
15.000,Kiralık Daire,İstanbul , Arnavutköy , Deliklikaya Mah.,2,1,85,5,1
12.000,Kiralık Daire,İstanbul , Esenler , Turgut Reis Mah.,2,1,100,31,2
43.000,Kiralık Bina,İstanbul , Fatih , Yavuz Sultan Selim Mah.,2,1,100,40,0
17.000,Kiralık Daire,İstanbul , Beyoğlu , Kalyoncu Kulluğu Mah.,1,0,35,70,3
20.000,Kiralık Daire,İstanbul , Küçükçekmece , Yeşilova Mah.,1,1,75,4,3
35.000,Kiralık Daire,İstanbul , Çekmeköy , Mehmet Akif Mah.,1,1,80,1,10
50.000,Kiralık Daire,İstanbul , Sarıyer , Maslak Mah.,1,1,80,8,21
26.000,Kiralık Daire,İstanbul , Beykoz , Paşabahçe Mah.,2,0,85,25,3
34.000,Kiralık Residence,İstanbul , Kağıthane , Yahya Kemal Mah.,2,1,73,3,9
65.000,Kiralık Residence,İstanbul , Beşiktaş , Dikilitaş Mah.,1,1,98,15,4
15.000,Kiralık Daire,İstanbul , Büyükçekmece , Güzelce Mah.,2,1,117,28,2
26.000,Kiralık Daire,İstanbul , Kağıthane , Gültepe Mah.,2,1,75,4,2
25.000,Kiralık Daire,İstanbul , Başakşehir , Kayabaşı Mah.,2,1,80,10,9
17.000,Kiralık Daire,İstanbul , Fatih , Sultan Ahmet Mah.,2,1,90,31,1
40.000,Kiralık Daire,İstanbul , Şişli , Meşrutiyet Mah.,2,1,120,40,1
17.000,Kiralık Daire,İstanbul , Esenler , Kazım Karabekir Mah.,2,1,100,15,1
18.500,Kiralık Daire,İstanbul , Beykoz , Kavacık Mah.,2,1,90,27,1
37.000,Kiralık Daire,İstanbul , Maltepe , Yalı Mah.,3,1,125,21,4
200.000,Kiralık Residence,İstanbul , Beşiktaş , Levent Mah.,2,1,300,5,21
80.000,Kiralık Daire,İstanbul , Sarıyer , Maslak Mah.,3,1,170,10,9
550.000,Kiralık Residence,İstanbul , Şişli , Fulya Mah.,6,1,590,5,21
110.000,Kiralık Villa,İstanbul , Sarıyer , Uskumruköy Mah.,4,2,385,12,0
14.000,Kiralık Daire,İstanbul , Fatih , Ayvansaray Mah.,1,0,25,25,4
150.000,Kiralık Residence,İstanbul , Beşiktaş , Levent Mah.,2,1,260,5,21
25.000,Kiralık Daire,İstanbul , Şişli , Mecidiyeköy Mah.,2,1,75,15,2
120.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,4,1,270,23,1
16.000,Kiralık Daire,İstanbul , Kağıthane , Emniyet Evleri Mah.,2,1,72,24,1
55.000,Kiralık Daire,İstanbul , Beyoğlu , Kılıçali Paşa Mah.,2,1,75,1,1
55.000,Kiralık Daire,İstanbul , Beyoğlu , Cihangir Mah.,2,1,95,50,4
32.000,Kiralık Daire,İstanbul , Zeytinburnu , Maltepe Mah.,1,1,54,5,11
32.000,Kiralık Daire,İstanbul , Küçükçekmece , Fatih Mah.,3,1,120,4,3
20.000,Kiralık Daire,İstanbul , Şişli , Kuştepe Mah.,1,1,55,6,3
20.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Bağlarbaşı Mah.,2,1,110,5,3
12.500,Kiralık Daire,İstanbul , Avcılar , Firuzköy Mah.,2,0,50,30,-1
33.000,Kiralık Daire,İstanbul , Büyükçekmece , Sinanoba Mah.,2,1,80,15,3
16.500,Kiralık Daire,İstanbul , Esenyurt , Piri Reis Mah.,1,1,101,6,4
14.000,Kiralık Daire,İstanbul , Arnavutköy , Anadolu Mah.,2,1,100,5,1
11.200,Kiralık Daire,İstanbul , Üsküdar , Zeynep Kamil Mah.,1,1,50,35,1
11.000,Kiralık Daire,İstanbul , Esenyurt , Üçevler Mah.,1,1,3804,13,9
14.000,Kiralık Daire,İstanbul , Sultangazi , Sultançiftliği Mah.,1,1,85,24,4
23.000,Kiralık Daire,İstanbul , Avcılar , Cihangir Mah.,2,1,90,25,1
45.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Karlıtepe Mah.,2,1,110,1,2
32.500,Kiralık Daire,İstanbul , Eyüpsultan , Alibeyköy Mah.,4,1,160,8,3
140.000,Kiralık Residence,İstanbul , Sarıyer , Maslak Mah.,3,1,220,5,16
40.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,2,1,110,26,3
14.000,Kiralık Daire,İstanbul , Beylikdüzü , Kavaklı Mah.,2,1,85,4,4
20.000,Kiralık Daire,İstanbul , Fatih , Haseki Sultan Mah.,2,1,80,50,2
25.000,Kiralık Daire,İstanbul , Kartal , Karlıktepe Mah.,2,1,95,25,1
50.000,Kiralık Daire,İstanbul , Sarıyer , Maslak Mah.,1,1,85,8,16
38.000,Kiralık Daire,İstanbul , Beşiktaş , Mecidiye Mah.,2,1,90,20,1
15.000,Kiralık Daire,İstanbul , Beykoz , Paşabahçe Mah.,1,1,70,30,1
170.000,Kiralık Residence,İstanbul , Kağıthane , Emniyet Evleri Mah.,3,1,270,5,15
30.000,Kiralık Daire,İstanbul , Başakşehir , Kayabaşı Mah.,1,1,58,6,7
275.000,Kiralık Residence,İstanbul , Beşiktaş , Levazım Mah.,2,1,180,11,11
90.000,Kiralık Residence,İstanbul , Sarıyer , Maslak Mah.,3,1,181,10,10
140.000,Kiralık Villa,İstanbul , Sarıyer , Uskumruköy Mah.,3,1,250,10,0
12.000,Kiralık Daire,İstanbul , Esenler , Kemer Mah.,2,1,100,35,4
21.000,Kiralık Daire,İstanbul , Beyoğlu , Kocatepe Mah.,2,1,140,30,2
16.000,Kiralık Daire,İstanbul , Esenler , Birlik Mah.,2,1,80,21,2
100.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,4,1,240,16,3
20.000,Kiralık Daire,İstanbul , Büyükçekmece , Güzelce Mah.,2,1,80,8,1
25.000,Kiralık Daire,İstanbul , Ümraniye , Parseller Mah.,2,1,90,8,2
18.000,Kiralık Daire,İstanbul , Beylikdüzü , Gürpınar Mah.,2,1,100,10,21
12.000,Kiralık Daire,İstanbul , Beykoz , İncirköy Mah.,1,1,70,25,1
10.000,Kiralık Daire,İstanbul , Esenyurt , Hürriyet Mah.,2,1,110,10,1
5.000,Kiralık Daire,İstanbul , Sultangazi , Zübeyde Hanım Mah.,2,1,80,5,1
4.500,Kiralık Daire,İstanbul , Bağcılar , İnönü Mah.,6,1,200,25,1
15.000,Kiralık Daire,İstanbul , Esenyurt , Mehmet Akif Ersoy Mah.,2,1,85,8,1
18.000,Kiralık Daire,İstanbul , Avcılar , Tahtakale Mah.,2,1,70,1,1
25.000,Kiralık Daire,İstanbul , Esenyurt , Akçaburgaz Mah.,3,2,170,2,3
175.000,Kiralık Daire,İstanbul , Beşiktaş , Kültür Mah.,3,1,180,26,3
60.000,Kiralık Daire,İstanbul , Şişli , Merkez Mah.,5,1,200,31,2
30.000,Kiralık Daire,İstanbul , Eyüpsultan , Merkez Mah.,2,1,100,5,1
35.000,Kiralık Daire,İstanbul , Şişli , Paşa Mah.,2,1,80,4,4
15.000,Kiralık Daire,İstanbul , Fatih , Aksaray Mah.,1,1,75,45,3
59.000,Kiralık Daire,İstanbul , Kadıköy , 19 Mayıs Mah.,3,1,160,31,9
25.000,Kiralık Daire,İstanbul , Kağıthane , Seyrantepe Mah.,2,1,90,26,1
20.000,Kiralık Daire,İstanbul , Esenler , Havaalanı Mah.,2,1,120,16,4
36.999,Kiralık Residence,İstanbul , Zeytinburnu , Maltepe Mah.,2,1,70,1,2
42.000,Kiralık Daire,İstanbul , Bakırköy , Kartaltepe Mah.,4,1,142,26,4
85.000,Kiralık Residence,İstanbul , Beşiktaş , Vişnezade Mah.,1,0,80,5,2
80.000,Kiralık Daire,İstanbul , Kağıthane , Hamidiye Mah.,2,1,130,2,8
25.000,Kiralık Daire,İstanbul , Şişli , Yayla Mah.,1,1,75,40,3
130.000,Kiralık Villa,İstanbul , Sarıyer , Kumköy Mah.,4,2,330,12,0
38.000,Kiralık Daire,İstanbul , Başakşehir , Ziya Gökalp Mah.,1,1,83,5,6
80.000,Kiralık Residence,İstanbul , Beşiktaş , Levent Mah.,1,1,120,5,21
235.000,Kiralık Residence,İstanbul , Şişli , Teşvikiye Mah.,2,1,109,1,2
435.000,Kiralık Villa,İstanbul , Beykoz , Acarlar Mah.,6,2,700,15,0
17.000,Kiralık Daire,İstanbul , Bahçelievler , Siyavuşpaşa Mah.,2,1,145,26,3
140.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,4,1,240,8,3
16.000,Kiralık Daire,İstanbul , Fatih , Ayvansaray Mah.,1,0,30,31,3
10.000,Kiralık Daire,İstanbul , Esenyurt , Şehitler Mah.,2,1,140,9,1
60.000,Kiralık Daire,İstanbul , Başakşehir , Kayabaşı Mah.,3,1,177,7,4
16.000,Kiralık Daire,İstanbul , Fatih , Ayvansaray Mah.,1,0,27,25,2
19.000,Kiralık Daire,İstanbul , Başakşehir , Kayabaşı Mah.,2,1,85,10,3
12.000,Kiralık Daire,İstanbul , Esenyurt , Pınar Mah.,2,1,90,4,1
10.000,Kiralık Daire,İstanbul , Şişli , Gülbahar Mah.,3,1,35,28,3
9.500,Kiralık Daire,İstanbul , Kağıthane , Şirintepe Mah.,3,1,33,10,-1
5.000,Kiralık Daire,İstanbul , Avcılar , Tahtakale Mah.,2,1,95,31,1
23.000,Kiralık Daire,İstanbul , Avcılar , Üniversite Mah.,1,1,80,4,4
20.000,Kiralık Daire,İstanbul , Avcılar , Ambarlı Mah.,2,1,85,1,4
28.000,Kiralık Daire,İstanbul , Pendik , Güzelyalı Mah.,5,1,250,26,4
140.000,Kiralık Daire,İstanbul , Beşiktaş , Ulus Mah.,3,1,250,29,1
125.000,Kiralık Villa,İstanbul , Çekmeköy , Alemdağ Mah.,4,1,320,11,0
30.000,Kiralık Daire,İstanbul , Şişli , Mecidiyeköy Mah.,2,1,67,7,5
22.000,Kiralık Daire,İstanbul , Kağıthane , Nurtepe Mah.,2,1,95,5,1
1.800.000,Kiralık Daire,İstanbul , Güngören , Haznedar Mah.,2,1,100,35,5
15.000,Kiralık Daire,İstanbul , Beykoz , Merkez Mah.,3,1,120,25,1
15.000,Kiralık Daire,İstanbul , Beylikdüzü , Gürpınar Mah.,1,1,70,5,1
29.000,Kiralık Daire,İstanbul , Şişli , Cumhuriyet Mah.,1,0,40,2,4
13.000,Kiralık Daire,İstanbul , Avcılar , Cihangir Mah.,2,1,80,10,-1
650.000,Kiralık Daire,İstanbul , Sarıyer , Yeniköy Mah.,6,1,500,35,21
20.000,Kiralık Daire,İstanbul , Beylikdüzü , Kavaklı Mah.,2,1,120,5,3
100.000,Kiralık Residence,İstanbul , Sarıyer , Maslak Mah.,3,1,170,9,1
115.000,Kiralık Residence,İstanbul , Beşiktaş , Yıldız Mah.,2,1,176,3,1
85.000,Kiralık Daire,İstanbul , Beşiktaş , Vişnezade Mah.,1,1,80,10,2
75.000,Kiralık Daire,İstanbul , Sarıyer , Maslak Mah.,3,1,185,10,16
67.000,Kiralık Daire,İstanbul , Sarıyer , Zekeriyaköy Mah.,4,2,210,16,3
30.000,Kiralık Daire,İstanbul , Üsküdar , Bulgurlu Mah.,2,1,95,25,1
10.000,Kiralık Daire,İstanbul , Esenler , Birlik Mah.,2,1,75,35,1
160.000,Kiralık Residence,İstanbul , Beşiktaş , Levent Mah.,2,1,240,11,10
18.000,Kiralık Daire,İstanbul , Beykoz , Yeni Mahalle Mah.,3,1,110,20,3
35.000,Kiralık Daire,İstanbul , Beşiktaş , Mecidiye Mah.,2,1,100,31,1
125.000,Kiralık Residence,İstanbul , Şişli , Teşvikiye Mah.,1,1,90,1,8
75.000,Kiralık Daire,İstanbul , Kadıköy , Göztepe Mah.,3,1,110,5,6
35.000,Kiralık Daire,İstanbul , Sarıyer , İstinye Mah.,2,1,100,30,1
140.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,4,2,330,25,1
100.000,Kiralık Daire,İstanbul , Sarıyer , Maden Mah.,4,1,250,13,2
50.000,Kiralık Daire,İstanbul , Sarıyer , Maslak Mah.,1,1,84,8,8
20.000,Kiralık Daire,İstanbul , Eyüpsultan , Emniyettepe Mah.,1,1,55,6,3
25.000,Kiralık Daire,İstanbul , Güngören , Merkez Mah.,2,1,100,26,2
39.999,Kiralık Daire,İstanbul , Kadıköy , Osmanağa Mah.,1,0,35,1,4
15.000,Kiralık Daire,İstanbul , Beykoz , Ortaçeşme Mah.,1,1,70,25,1
12.000,Kiralık Daire,İstanbul , Beylikdüzü , Kavaklı Mah.,1,1,70,5,3
12.000,Kiralık Daire,İstanbul , Kağıthane , Çeliktepe Mah.,2,1,100,50,1
65.000,Kiralık Residence,İstanbul , Şişli , Fulya Mah.,1,1,100,7,21
18.500,Kiralık Daire,İstanbul , Ümraniye , Çakmak Mah.,1,1,55,14,1
11.000,Kiralık Daire,İstanbul , Esenyurt , Mehterçeşme Mah.,1,1,65,7,1
30.000,Kiralık Daire,İstanbul , Şişli , Mecidiyeköy Mah.,3,1,125,31,1
35.000,Kiralık Daire,İstanbul , Kağıthane , Nurtepe Mah.,2,1,100,16,2
13.000,Kiralık Daire,İstanbul , Esenyurt , Orhan Gazi Mah.,2,1,80,10,3
24.000,Kiralık Daire,İstanbul , Üsküdar , Ünalan Mah.,2,2,85,10,5
95.000,Kiralık Villa,İstanbul , Sarıyer , Uskumruköy Mah.,3,1,230,10,0
36.000,Kiralık Daire,İstanbul , Üsküdar , Cumhuriyet Mah.,2,1,85,11,1
14.000,Kiralık Daire,İstanbul , Esenler , Fevzi Çakmak Mah.,1,1,120,17,5
240.000,Kiralık Residence,İstanbul , Şişli , Harbiye Mah.,2,1,220,16,21
90.000,Kiralık Daire,İstanbul , Beşiktaş , Ulus Mah.,4,2,242,30,4
30.000,Kiralık Daire,İstanbul , Güngören , Tozkoparan Mah.,3,1,130,26,8
170.000,Kiralık Residence,İstanbul , Beşiktaş , Levent Mah.,2,1,220,5,21
110.000,Kiralık Daire,İstanbul , Kadıköy , Suadiye Mah.,3,1,200,4,6
58.000,Kiralık Daire,İstanbul , Beşiktaş , Yıldız Mah.,4,1,135,30,1
150.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,4,1,230,8,3
25.000,Kiralık Daire,İstanbul , Esenyurt , Akçaburgaz Mah.,3,1,140,2,1
22.500,Kiralık Daire,İstanbul , Avcılar , Cihangir Mah.,3,1,125,24,2
19.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Sarıgöl Mah.,2,1,70,5,1
20.000,Kiralık Daire,İstanbul , Sarıyer , İstinye Mah.,3,1,122,30,3
50.000,Kiralık Daire,İstanbul , Kağıthane , Gürsel Mah.,4,1,180,1864,3
17.000,Kiralık Daire,İstanbul , Beykoz , Yeni Mahalle Mah.,1,1,80,15,4
37.500,Kiralık Daire,İstanbul , Beykoz , Fatih Mah.,3,1,165,11,2
20.000,Kiralık Daire,İstanbul , Beylikdüzü , Kavaklı Mah.,2,1,110,5,2
8.500,Kiralık Daire,İstanbul , Üsküdar , Bulgurlu Mah.,1,1,15,25,2
11.000,Kiralık Daire,İstanbul , Kadıköy , Rasimpaşa Mah.,5,0,150,25,2
5.000,Kiralık Daire,İstanbul , Esenler , Fatih Mah.,1,0,30,35,-1
17.000,Kiralık Daire,İstanbul , Beyoğlu , Hacıahmet Mah.,1,0,40,1,2
280.000,Kiralık Villa,İstanbul , Eyüpsultan , Mithatpaşa Mah.,5,2,500,4,0
7.500,Kiralık Daire,İstanbul , Avcılar , Üniversite Mah.,2,1,100,10,4
12.000,Kiralık Daire,İstanbul , Kağıthane , Hamidiye Mah.,1,0,30,11,1
15.000,Kiralık Daire,İstanbul , Kağıthane , Çeliktepe Mah.,1,1,70,30,5
12.000,Kiralık Daire,İstanbul , Kadıköy , Kozyatağı Mah.,3,1,130,30,9
12.000,Kiralık Daire,İstanbul , Beyoğlu , Kamer Hatun Mah.,1,1,50,20,1
30.000,Kiralık Daire,İstanbul , Güngören , Gençosman Mah.,3,1,100,1,4
30.000,Kiralık Daire,İstanbul , Şişli , Mecidiyeköy Mah.,3,1,85,3,2
2.500,Kiralık Daire,İstanbul , Zeytinburnu , Çırpıcı Mah.,2,1,90,25,4
13.000,Kiralık Daire,İstanbul , Avcılar , Cihangir Mah.,2,1,90,15,-1
17.000,Kiralık Daire,İstanbul , Esenyurt , Mehterçeşme Mah.,2,1,110,8,1
18.000,Kiralık Daire,İstanbul , Fatih , Seyyid Ömer Mah.,1,1,75,31,4
90.000,Kiralık Villa,İstanbul , Sarıyer , Kumköy Mah.,5,1,320,5,0
15.000,Kiralık Daire,İstanbul , Bağcılar , İnönü Mah.,1,2,100,26,2
30.000,Kiralık Daire,İstanbul , Başakşehir , Kayabaşı Mah.,2,1,110,5,1
15.000,Kiralık Daire,İstanbul , Esenyurt , Yeşilkent Mah.,1,1,55,15,21
35.000,Kiralık Daire,İstanbul , Beşiktaş , Muradiye Mah.,1,1,65,35,1
28.000,Kiralık Daire,İstanbul , Şişli , Gülbahar Mah.,3,1,115,20,3
53.000,Kiralık Daire,İstanbul , Güngören , Akıncılar Mah.,4,1,170,1,5
100.000,Kiralık Residence,İstanbul , Şişli , Cumhuriyet Mah.,2,1,185,5,21
250.000,Kiralık Residence,İstanbul , Beşiktaş , Levent Mah.,4,1,400,5,19
15.000,Kiralık Daire,İstanbul , Ümraniye , Necip Fazıl Mah.,2,1,85,30,1
20.000,Kiralık Daire,İstanbul , Esenler , Fevzi Çakmak Mah.,3,1,130,30,2
17.000,Kiralık Daire,İstanbul , Beylikdüzü , Kavaklı Mah.,2,1,95,5,3
125.000,Kiralık Daire,İstanbul , Bakırköy , Yeşilköy Mah.,3,1,200,1,3
25.000,Kiralık Daire,İstanbul , Ataşehir , Yenişehir Mah.,1,1,70,8,1
38.000,Kiralık Daire,İstanbul , Beykoz , Çengeldere Mah.,3,1,155,15,3
17.500,Kiralık Daire,İstanbul , Beylikdüzü , Kavaklı Mah.,2,1,90,5,1
100.000,Kiralık Residence,İstanbul , Şişli , Teşvikiye Mah.,1,1,85,1,6
13.000,Kiralık Daire,İstanbul , Gaziosmanpaşa , Barbaros Hayrettinpaşa Mah.,1,1,55,15,-1
8.500,Kiralık Daire,İstanbul , Kağıthane , Gürsel Mah.,1,1,90,2,1
500,Kiralık Daire,İstanbul , Maltepe , Altayçeşme Mah.,1,0,24,41,4
15.500,Kiralık Daire,İstanbul , Bayrampaşa , Cevatpaşa Mah.,2,1,80,30,3
23.000,Kiralık Daire,İstanbul , Şişli , 19 Mayıs Mah.,2,1,75,20,1
15.000,Kiralık Daire,İstanbul , Tuzla , İçmeler Mah.,3,1,133,30,6
12.000,Kiralık Daire,İstanbul , Kağıthane , Hamidiye Mah.,1,0,30,11,1
40.000,Kiralık Daire,İstanbul , Şişli , Cumhuriyet Mah.,2,1,90,6,21
20.000,Kiralık Daire,İstanbul , Beykoz , Merkez Mah.,1,1,75,25,1
75.000,Kiralık Daire,İstanbul , Sarıyer , Maslak Mah.,2,1,124,11,1
85.000,Kiralık Daire,İstanbul , Kadıköy , Kozyatağı Mah.,4,1,171,1,4
110.000,Kiralık Residence,İstanbul , Şişli , Harbiye Mah.,1,1,110,11,21
14.000,Kiralık Daire,İstanbul , Şişli , İnönü Mah.,2,1,85,26,4
60.000,Kiralık Daire,İstanbul , Adalar , Nizam Mah.,3,1,140,25,1
35.000,Kiralık Residence,İstanbul , Sarıyer , Huzur Mah.,1,1,55,7,21
40.000,Kiralık Daire,İstanbul , Beşiktaş , Ortaköy Mah.,2,1,136,30,1
75.000,Kiralık Daire,İstanbul , Bahçelievler , Bahçelievler Mah.,2,1,133,1,7
25.500,Kiralık Daire,İstanbul , Pendik , Yenişehir Mah.,3,1,130,21,6
17.000,Kiralık Daire,İstanbul , Kağıthane , Sultan Selim Mah.,2,1,80,30,3
25.000,Kiralık Daire,İstanbul , Şişli , Duatepe Mah.,1,1,70,40,3
110.000,Kiralık Villa,İstanbul , Sarıyer , Zekeriyaköy Mah.,3,1,250,16,1
75.000,Kiralık Residence,İstanbul , Beşiktaş , Dikilitaş Mah.,1,1,96,12,3
18.000,Kiralık Daire,İstanbul , Sarıyer , Bahçeköy Merkez Mah.,2,1,90,22,2
15.500,Kiralık Daire,İstanbul , Esenyurt , Necip Fazıl Kısakürek Mah.,3,1,165,12,12
20.000,Kiralık Daire,İstanbul , Tuzla , Orta Mah.,2,1,90,1,2
150.000,Kiralık Daire,İstanbul , Şişli , Feriköy Mah.,1,1,80,25,1
165.000,Kiralık Residence,İstanbul , Beşiktaş , Levent Mah.,2,1,220,5,21
15.000,Kiralık Daire,İstanbul , Şişli , Gülbahar Mah.,1,0,25,25,5
240.000,Kiralık Residence,İstanbul , Beşiktaş , Etiler Mah.,3,1,200,15,4
25.000,Kiralık Daire,İstanbul , Pendik , Batı Mah.,1,1,55,2,1
18.000,Kiralık Daire,İstanbul , Avcılar , Ambarlı Mah.,2,1,90,10,1
16.000,Kiralık Daire,İstanbul , Fatih , Ayvansaray Mah.,1,0,35,5,1
150.000,Kiralık Residence,İstanbul , Şişli , Teşvikiye Mah.,2,1,116,1,3
80.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,4,1,220,20,3
10.000,Kiralık Daire,İstanbul , Küçükçekmece , Gültepe Mah.,1,0,30,35,-1
9.000,Kiralık Daire,İstanbul , Beyoğlu , Kamer Hatun Mah.,1,1,25,25,3
16.000,Kiralık Daire,İstanbul , Beykoz , Kavacık Mah.,1,1,70,30,1
7.000,Kiralık Daire,İstanbul , Avcılar , Cihangir Mah.,1,1,60,20,-1
35.000,Kiralık Daire,İstanbul , Büyükçekmece , Mimaroba Mah.,3,1,140,12,7
14.500,Kiralık Daire,İstanbul , Esenler , Kemer Mah.,2,1,110,35,1
95.000,Kiralık Residence,İstanbul , Kağıthane , Seyrantepe Mah.,4,1,200,1,8
675.000,Kiralık Residence,İstanbul , Şişli , Harbiye Mah.,7,1,775,11,20
18.000,Kiralık Daire,İstanbul , Beylikdüzü , Kavaklı Mah.,2,1,90,5,3
95.000,Kiralık Daire,İstanbul , Beşiktaş , Etiler Mah.,3,1,220,2,2
250.000,Kiralık Bina,İstanbul , Beyoğlu , Şehit Muhtar Mah.,10,0,300,25,0
28.000,Kiralık Daire,İstanbul , Şişli , İnönü Mah.,2,1,85,30,1
8.000,Kiralık Daire,İstanbul , Avcılar , Mustafa Kemal Paşa Mah.,2,0,60,226,-1
185.000,Kiralık Villa,İstanbul , Sarıyer , Zekeriyaköy Mah.,6,1,450,26,0
80.000,Kiralık Residence,İstanbul , Şişli , Merkez Mah.,2,1,105,2,21
23.000,Kiralık Daire,İstanbul , Başakşehir , Kayabaşı Mah.,2,1,85,11,2
6.500,Kiralık Daire,İstanbul , Küçükçekmece , Cennet Mah.,2,1,100,10,4
26.000,Kiralık Daire,İstanbul , Küçükçekmece , Atakent Mah.,2,1,75,14,11
20.000,Kiralık Daire,İstanbul , Büyükçekmece , Pınartepe Mah.,2,1,100,25,5
2.500,Kiralık Daire,İstanbul , Zeytinburnu , Çırpıcı Mah.,2,1,90,1,2
260.000,Kiralık Daire,İstanbul , Kadıköy , Fenerbahçe Mah.,5,1,300,21,13
14.000,Kiralık Daire,İstanbul , Beyoğlu , Müeyyetzade Mah.,1,1,40,60,1
215.000,Kiralık Yalı Dairesi,İstanbul , Sarıyer , Emirgan Mah.,2,1,235,25,3
21.500,Kiralık Daire,İstanbul , Esenler , Oruçreis Mah.,2,1,100,21,3
250.000,Kiralık Daire,İstanbul , Beyoğlu , Bülbül Mah.,1,1,80,25,2
70.000,Kiralık Daire,İstanbul , Sarıyer , Maslak Mah.,2,1,150,8,3
26.000,Kiralık Daire,İstanbul , Beykoz , Yeni Mahalle Mah.,4,1,150,26,3
250.000,Kiralık Daire,İstanbul , Bakırköy , Şenlikköy Mah.,5,1,600,26,3
19.000,Kiralık Daire,İstanbul , Esenyurt , Akçaburgaz Mah.,3,1,110,2,3
25.000,Kiralık Daire,İstanbul , Eyüpsultan , Emniyettepe Mah.,3,1,120,25,1
190.000,Kiralık Residence,İstanbul , Beşiktaş , Levent Mah.,3,1,360,5,11
25.000,Kiralık Daire,İstanbul , Kağıthane , Merkez Mah.,2,1,75,4,2
12.000,Kiralık Daire,İstanbul , Bayrampaşa , Cevatpaşa Mah.,2,1,85,30,1
13.000,Kiralık Daire,İstanbul , Kağıthane , Yahya Kemal Mah.,1,1,63,30,1
130.000,Kiralık Daire,İstanbul , Zeytinburnu , Kazlıçeşme Mah.,2,1,150,4,5
28.000,Kiralık Daire,İstanbul , Ataşehir , İçerenköy Mah.,3,1,135,28,3
25.000,Kiralık Daire,İstanbul , Beykoz , Soğuksu Mah.,2,1,125,30,1
55.000,Kiralık Residence,İstanbul , Şişli , Cumhuriyet Mah.,1,1,85,1,1
80.000,Kiralık Daire,İstanbul , Eyüpsultan , Göktürk Merkez Mah.,4,1,260,15,4
17.000,Kiralık Daire,İstanbul , Şişli , İnönü Mah.,1,1,50,11,7
120.000,Kiralık Daire,İstanbul , Şişli , Teşvikiye Mah.,2,1,180,1,7
18.000,Kiralık Daire,İstanbul , Pendik , Güzelyalı Mah.,3,1,120,21,3
135.000,Kiralık Residence,İstanbul , Beşiktaş , Vişnezade Mah.,1,1,146,4,4
130.000,Kiralık Villa,İstanbul , Sarıyer , Zekeriyaköy Mah.,4,1,285,8,0
28.000,Kiralık Daire,İstanbul , Kağıthane , Ortabayır Mah.,2,1,80,5,1
38.000,Kiralık Daire,İstanbul , Üsküdar , Bulgurlu Mah.,3,1,150,30,1
20.000,Kiralık Daire,İstanbul , Beyoğlu , Kuloğlu Mah.,1,0,30,40,5
200.000,Kiralık Villa,İstanbul , Sarıyer , Zekeriyaköy Mah.,5,2,375,26,1
32.500,Kiralık Daire,İstanbul , Maltepe , Altayçeşme Mah.,1,1,59,1,5
17.000,Kiralık Daire,İstanbul , Esenler , Kemer Mah.,2,1,100,34,1
112.000,Kiralık Residence,İstanbul , Sarıyer , Maslak Mah.,3,1,210,6,14
51.500,Kiralık Residence,İstanbul , Beyoğlu , Hacıahmet Mah.,2,1,86,4,1
13.000,Kiralık Daire,İstanbul , Kartal , Hürriyet Mah.,2,1,90,26,1
20.000,Kiralık Daire,İstanbul , Şişli , Fulya Mah.,1,1,60,9,-1
7.500,Kiralık Daire,İstanbul , Avcılar , Denizköşkler Mah.,2,1,100,7,2
160.000,Kiralık Müstakil Ev,İstanbul , Beşiktaş , Arnavutköy Mah.,4,1,220,15,0
